facility_name,district,level,latitude,longitude
21 Sheema North HSD Kyangyenyi Health Centre III,Sheema,HC II,,
22 Sheema South HSD Kyeibanga Health Centre II,Sheema,HC II,,
23 Sheema South HSD Kyeihara Health Centre II,Sheema,HC II,,
24 Sheema North HSD Mabaare Health Centre II,Sheema,HC II,,
25 Sheema North HSD Matsyoro Health Centre II,Sheema,HC II,,
26 Sheema North HSD Migina Health Centre II,Sheema,HC II,,
27 Sheema North HSD Mushanga Health Centre III,Sheema,HC II,,
28 Sheema North HSD Muzira Health Centre II,Sheema,HC II,,
29 Sheema South HSD Nyakashoga Health Centre II,Sheema,HC II,,
30 Sheema South HSD Nyamabaare Health Centre II,Sheema,HC II,,
31 Sheema South HSD Rugarama Health Centre II,Sheema,HC II,,
32 Sheema South HSD Rukondo Health Centre II,Sheema,HC II,,
33 Sheema North HSD Rushozi Health Centre II,Sheema,HC II,,
34 Sheema North HSD Rwamujojo Health Centre II,Sheema,HC II,,
35 Sheema North HSD Rweibare Health Centre II,Sheema,HC II,,
36 Sheema North HSD Sheema Kiziba Health Centre II,Sheema,HC II,,
37 Sheema South HSD Shuuku Health Centre IV,Sheema,HC IV,,
38 Sheema North HSD St. Claret Health Centre II,Sheema,HC II,,
1 Budadiri West HSD Bubeza Health Centre II,Sironko,HC II,,
2 Budadiri East HSD Buboolo Health Centre II,Sironko,HC II,,
3 Budadiri East HSD Budadiri Health Centre IV,Sironko,HC IV,,
4 Budadiri East HSD Budadiri NGO Health Centre II,Sironko,HC II,,
5 Budadiri East HSD Bugitimwa Govt Health Centre III,Sironko,HC II,,
6 Budadiri East HSD Bugitimwa NGO Health Centre II,Sironko,HC II,,
7 Budadiri West HSD Bugusege Health Centre II,Sironko,HC II,,
8 Budadiri East HSD Buhugu Health Centre III,Sironko,HC II,,
9 Budadiri East HSD Bulujewa Health Centre III,Sironko,HC II,,
10 Budadiri East HSD Bulwala Health Centre III,Sironko,HC II,,
11 Budadiri East HSD Bumulisha Health Centre III,Sironko,HC II,,
12 Budadiri East HSD Bumumulo Health Centre III,Sironko,HC II,,
13 Budadiri East HSD Bunagami Health Centre III,Sironko,HC II,,
14 Budadiri East HSD Bunaseke Health Centre III,Sironko,HC II,,
15 Budadiri West HSD Bundege Health Centre II,Sironko,HC II,,
16 Budadiri West HSD Busamaga Health Centre II,Sironko,HC II,,
17 Budadiri East HSD Butandiga Health Centre III,Sironko,HC II,,
18 Budadiri West HSD Buteza Health Centre III,Sironko,HC II,,
19 Budadiri West HSD Buwalasi Health Centre III,Sironko,HC II,,
20 Budadiri West HSD Buwasa Health Centre IV,Sironko,HC IV,,
21 Budadiri West HSD Buyaya Health Centre II,Sironko,HC II,,
22 Budadiri West HSD Buyobo Health Centre II,Sironko,HC II,,
23 Budadiri West HSD Destiny Domiciliary Clinic Health Centre III,Sironko,HC II,,
25 Budadiri East HSD Kyesha Health Centre II,Sironko,HC II,,
26 Budadiri East HSD Masiyompo Health Centre III,Sironko,HC II,,
27 Budadiri East HSD Mbaya Health Centre III,Sironko,HC II,,
28 Budadiri East HSD Mutufu Health Centre II,Sironko,HC II,,
29 Budadiri West HSD Nampanga Health Centre II,Sironko,HC II,,
30 Budadiri East HSD Shared Blessings Health Centre III,Sironko,HC II,,
31 Budadiri East HSD Simu Pondo Health Centre II,Sironko,HC II,,
32 Budadiri West HSD Sironko Health Centre III,Sironko,HC II,,
33 Budadiri West HSD Sironko Medical Centre Health Centre III,Sironko,HC II,,
34 Budadiri East HSD St. Mary’s salalira Health Centre III,Sironko,HC II,,
Agirigiroi Health Centre II,Soroti,HC II,,
Arabaka Health Centre II,Soroti,HC II,,
Arapai Health Centre II,Soroti,HC II,,
Asuret Health Centre III,Soroti,HC II,,
Aukot Health Centre II,Soroti,HC II,,
Awaliwal Health Centre II,Soroti,HC II,,
8 Soroti Municipality HSD Beacon Medical Center Health Centre II,Soroti,HC II,,
9 Soroti Municipality HSD Bethesda General,Soroti,Hospital,,
10 Soroti Municipality HSD Community clinic (Soroti) Health Centre II,Soroti,HC II,,
Dakabela Health Centre III,Soroti,HC II,,
12 Soroti Municipality HSD Destiny Clinic Health Centre II,Soroti,HC II,,
13 Soroti Municipality HSD Doctors Plaza Health Centre II,Soroti,HC II,,
14 Soroti Municipality HSD Eastern Health Centre III,Soroti,HC II,,
15 Soroti Municipality HSD Garden Clinic (Soroti) Health Centre II,Soroti,HC II,,
Gweri Health Centre III,Soroti,HC II,,
17 Soroti Municipality HSD Islamic Health Centre III,Soroti,HC II,,
18 Soroti Municipality HSD Joint Clinic Health Centre II,Soroti,HC II,,
Kamuda Health Centre III,Soroti,HC II,,
Katine Ngo Health Centre II,Soroti,HC II,,
21 Soroti Municipality HSD Kichinjaji Health Centre III,Soroti,HC II,,
Lalle Health Centre II,Soroti,HC II,,
23 Soroti Municipality HSD Madera Ngo Health Centre II,Soroti,HC II,,
24 Soroti Municipality HSD Mama Kevina Health Centre II,Soroti,HC II,,
25 Soroti Municipality HSD Mariestopes (Soroti) Health Centre II,Soroti,HC II,,
26 Soroti Municipality HSD Merryland Health Centre II,Soroti,HC II,,
27 Soroti Municipality HSD Moruapesur Health Centre II,Soroti,HC II,,
Obule C. B Health Centre II,Soroti,HC II,,
Ocokican Health Centre II,Soroti,HC II,,
Ojom Health Centre II,Soroti,HC II,,
Opuyo Health Centre II,Soroti,HC II,,
32 Soroti Municipality HSD OWEN Clinic Health Centre II,Soroti,HC II,,
33 Soroti Municipality HSD Princess Diana Health Centre IV,Soroti,HC IV,,
34 Soroti Municipality HSD Shilloam Nursing Home Health Centre III,Soroti,HC II,,
36 Soroti Municipality HSD Soroti Baptist Health Centre III,Soroti,HC II,,
Soroti Health Centre III,Soroti,HC II,,
38 Soroti Municipality HSD Soroti Islamic Health Centre III,Soroti,HC II,,
39 Soroti Municipality HSD Soroti Medical Associates Health Centre III,Soroti,HC II,,
40 Soroti Municipality HSD Soroti medical Chambers Health Centre II,Soroti,HC II,,
41 Soroti Municipality HSD Soroti Police Clinic Health Centre III,Soroti,HC II,,
42 Soroti Municipality HSD Soroti Prisons Health Centre III,Soroti,HC II,,
43 Soroti Municipality HSD Soroti Regional Referral,Soroti,Hospital,,
44 Soroti Municipality HSD St. Peters Ngo Health Centre II,Soroti,HC II,,
45 Soroti Municipality HSD TASO Soroti,Soroti,Clinic,,
46 Soroti Municipality HSD Teso Health Care Health Centre II,Soroti,HC II,,
47 Soroti Municipality HSD Teso Safe Motherhood Health Centre III,Soroti,HC II,,
48 Soroti Municipality HSD Teso wellfare Health Centre II,Soroti,HC II,,
Tiriri Health Centre IV,Soroti,HC IV,,
50 Soroti Municipality HSD Trinity clinic Health Centre II,Soroti,HC II,,
Tubur Health Centre III,Soroti,HC II,,
52 Soroti Municipality HSD Uganda Cares Health Centre II,Soroti,HC II,,
53 Soroti Municipality HSD Western Health Centre III,Soroti,HC II,,
1 Tororo County HSD Afia Bora Medical Center,Tororo,Clinic,,
2 Tororo County HSD Africure Medical Center,Tororo,Clinic,,
3 Tororo County HSD Amoni Health Centre II,Tororo,HC II,,
4 Tororo County HSD Apetai Health Centre II,Tororo,HC II,,
5 Tororo County HSD Atangi Health Centre II,Tororo,HC II,,
6 Tororo Municipality HSD Benedictine Eye General,Tororo,Hospital,,
7 Tororo Municipality HSD Bison Health Centre III,Tororo,HC II,,
8 Tororo County HSD Case,Tororo,Clinic,,
9 West Budama South HSD Chawolo Health Centre II,Tororo,HC II,,
10 Tororo Municipality HSD Dembe,Tororo,Clinic,,
11 Tororo Municipality HSD Destiny Medical Center,Tororo,Clinic,,
12 Tororo Municipality HSD Divine Mercy General,Tororo,Hospital,,
13 Tororo County HSD El-Shadai Medical Centre,Tororo,Clinic,,
14 Tororo County HSD Family Doctors,Tororo,Clinic,,
15 Tororo County HSD Friends Medical,Tororo,Clinic,,
16 West Budama South HSD Fungwe Health Centre II,Tororo,HC II,,
17 Tororo Municipality HSD Geel General,Tororo,Hospital,,
18 West Budama North HSD Geno Community Nursing Home,Tororo,Clinic,,
19 West Budama North HSD Goria Health Centre II,Tororo,HC II,,
20 West Budama North HSD Goria Medical Centre,Tororo,Clinic,,
21 West Budama South HSD Grace Medical,Tororo,Clinic,,
22 West Budama North HSD Gwara Gwara Health Centre II,Tororo,HC II,,
23 Tororo County HSD Holy Family,Tororo,Clinic,,
24 West Budama North HSD Hope For Kids Medical Center,Tororo,Clinic,,
25 Tororo Municipality HSD Hope Medical,Tororo,Clinic,,
26 West Budama South HSD Iyolwa Health Centre III,Tororo,HC II,,
27 Tororo Municipality HSD Jrc Medical Chambers General,Tororo,Hospital,,
28 Tororo County HSD Jubilee Medical Center,Tororo,Clinic,,
29 Tororo County HSD Kamuli Health Centre II,Tororo,HC II,,
30 Tororo Municipality HSD Kasoli Health Centre II,Tororo,HC II,,
31 West Budama North HSD Katajula Health Centre II,Tororo,HC II,,
32 Tororo County HSD Kayoro Health Centre II,Tororo,HC II,,
33 Tororo County HSD Kidoko Health Centre II,Tororo,HC II,,
34 West Budama North HSD Kirewa Chawolo Health Centre II,Tororo,HC II,,
35 West Budama North HSD Kirewa Community Health Centre III,Tororo,HC II,,
36 West Budama South HSD Kisa Medical,Tororo,Clinic,,
37 West Budama North HSD Kisoko Health Centre II,Tororo,HC II,,
38 West Budama North HSD Kisoko Health Centre III,Tororo,HC II,,
39 West Budama South HSD Kiyeyi Health Centre III,Tororo,HC II,,
40 Tororo Municipality HSD Klinic Of St. Francis,Tororo,Clinic,,
41 Tororo County HSD Kwapa Family,Tororo,Clinic,,
42 Tororo County HSD Kwapa Health Centre III,Tororo,HC II,,
43 Tororo Municipality HSD Kyamwinula Health Centre II,Tororo,HC II,,
44 West Budama South HSD Life Care Medical Center Siwa,Tororo,Clinic,,
45 West Budama South HSD Ligingi Health Centre II,Tororo,HC II,,
46 West Budama South HSD Lwala Health Centre II,Tororo,HC II,,
47 West Budama South HSD Magola Health Centre II,Tororo,HC II,,
48 West Budama North HSD Makawari Health Centre II,Tororo,HC II,,
49 Tororo County HSD Malaba Health Centre III,Tororo,HC II,,
50 Tororo County HSD Maliri Health Centre II,Tororo,HC II,,
51 West Budama South HSD Mari Beri,Tororo,Clinic,,
52 West Budama North HSD Maundo Health Centre II,Tororo,HC II,,
53 West Budama North HSD Mbula Health Centre II,Tororo,HC II,,
54 Tororo Municipality HSD Med- Link,Tororo,Clinic,,
55 Tororo County HSD Meeg Medical Center,Tororo,Clinic,,
56 Tororo County HSD Mella Health Centre III,Tororo,HC II,,
57 West Budama South HSD Mercy Central,Tororo,Clinic,,
58 West Budama South HSD Mercy,Tororo,Clinic,,
59 Tororo County HSD Merikit Center,Tororo,Clinic,,
60 Tororo County HSD Merikit Health Centre III,Tororo,HC II,,
61 West Budama North HSD Mifumi Health Centre III,Tororo,HC II,,
62 West Budama South HSD Mirembe Medical Center,Tororo,Clinic,,
63 Tororo County HSD Molo Health Centre III,Tororo,HC II,,
64 West Budama North HSD Morikiswa Health Centre II,Tororo,HC II,,
65 Tororo County HSD Morukatipe Health Centre II,Tororo,HC II,,
66 Tororo Municipality HSD Mudakor Health Centre III,Tororo,HC II,,
67 West Budama South HSD Mudodo Health Centre II,Tororo,HC II,,
68 West Budama North HSD Mukisa Medical Center,Tororo,Clinic,,
69 Tororo County HSD Mukuju Health Centre IV,Tororo,HC IV,,
70 West Budama South HSD Mulanda Health Centre IV,Tororo,HC IV,,
71 West Budama South HSD Muwafu,Tororo,Clinic,,
72 West Budama South HSD Muwafu Domicilliary,Tororo,Clinic,,
73 Tororo Municipality HSD Muzadde Maternity Home,Tororo,Clinic,,
74 West Budama South HSD Mwello Health Centre II,Tororo,HC II,,
75 West Budama North HSD Nagongera Health Centre IV,Tororo,HC IV,,
76 West Budama North HSD Nagongera Medical,Tororo,Clinic,,
77 West Budama North HSD Namwaya Health Centre II,Tororo,HC II,,
78 West Budama North HSD Nawire Health Centre II,Tororo,HC II,,
79 Tororo County HSD New Life,Tororo,Clinic,,
80 Tororo County HSD Nyalakot Health Centre II,Tororo,HC II,,
81 West Budama South HSD Nyamalogo Health Centre II,Tororo,HC II,,
82 West Budama South HSD Nyiemera Health Centre II,Tororo,HC II,,
83 Tororo County HSD Opedede Health Centre II,Tororo,HC II,,
84 West Budama South HSD Osia Community,Tororo,Clinic,,
85 West Budama South HSD Osia Health Centre II,Tororo,HC II,,
86 Tororo County HSD Osukuru Health Centre III,Tororo,HC II,,
87 West Budama North HSD Othieno Lucas’ Drug Shop/,Tororo,Clinic,,
88 West Budama South HSD Panyangasi Health Centre III,Tororo,HC II,,
89 Tororo County HSD Papoli Health Centre III,Tororo,HC II,,
90 West Budama North HSD Paya Health Centre III,Tororo,HC II,,
91 Tororo Municipality HSD Peace,Tororo,Clinic,,
92 Tororo County HSD Pearls Medical,Tororo,Clinic,,
93 Tororo County HSD People’S,Tororo,Clinic,,
94 West Budama North HSD Petta Health Centre III,Tororo,HC II,,
95 West Budama North HSD Pokongo Health Centre II,Tororo,HC II,,
96 West Budama South HSD Poyameri Health Centre III,Tororo,HC II,,
97 West Budama North HSD Pusere Health Centre II,Tororo,HC II,,
98 Tororo County HSD Quality Medical,Tororo,Clinic,,
99 West Budama South HSD Rubongi Military General,Tororo,Hospital,,
100 West Budama South HSD S.K Memorial,Tororo,Clinic,,
101 West Budama North HSD Senda,Tororo,Clinic,,
102 Tororo Municipality HSD Serena Health Centre II,Tororo,HC II,,
103 West Budama North HSD Soni Health Centre II,Tororo,HC II,,
104 West Budama North HSD Sop Sop Health Centre II,Tororo,HC II,,
105 Tororo Municipality HSD Speamol Dental $Medical Service,Tororo,Clinic,,
106 Tororo Municipality HSD St Andran,Tororo,Clinic,,
107 West Budama South HSD St. Anne Domicilliary,Tororo,Clinic,,
108 Tororo Municipality HSD St. Anthony’s General,Tororo,Hospital,,
109 Tororo County HSD St. Michael Medical Clinc,Tororo,Clinic,,
110 Tororo County HSD St.Johns Kayoro Health Centre II,Tororo,HC II,,
111 Tororo Municipality HSD St.Valentine Medical Center,Tororo,Clinic,,
112 West Budama South HSD Swena Eye,Tororo,Clinic,,
113 Tororo Municipality HSD TASO Tororo,Tororo,Clinic,,
114 Tororo Municipality HSD Tororo General,Tororo,Hospital,,
115 Tororo Municipality HSD Tororo,Tororo,Clinic,,
116 Tororo Municipality HSD Tororo General Clinic Health Centre II,Tororo,HC II,,
117 Tororo Municipality HSD Tororo Police Health Centre III,Tororo,HC II,,
118 Tororo County HSD Tororo Prisons Health Centre III,Tororo,HC II,,
119 Tororo County HSD Veana Medical Center/Lab,Tororo,Clinic,,
120 West Budama North HSD Were Health Centre II,Tororo,HC II,,
121 West Budama North HSD Winner Medical Centre,Tororo,Clinic,,
1 Kyadondo South HSD AAR clinic Freedom City Health Centre II,Wakiso,HC II,,
2 Kyadondo East HSD AAR Clinic Bweyogerere Health Centre II,Wakiso,HC II,,
3 Busiro South HSD Abaita Medical Centre Health Centre III,Wakiso,HC II,,
4 Busiro East HSD Abigail Medical Centre Health Centre II,Wakiso,HC II,,
5 Kyadondo South HSD Abison Medical Clinic Health Centre II,Wakiso,HC II,,
6 Busiro East HSD Act Now Clinic Health Centre II,Wakiso,HC II,,
7 Kyadondo East HSD Agali awamu Medical Centre Health Centre III,Wakiso,HC II,,
8 Kyadondo East HSD Agape Medical Centre Health Centre III,Wakiso,HC II,,
9 Kyadondo East HSD Ahamadine Day care Clinic Health Centre II,Wakiso,HC II,,
10 Kyadondo South HSD Alexas Medical Centre Health Centre III,Wakiso,HC II,,
11Kyadondo East HSD Allah is Great Dommicilliary,Wakiso,Clinic,,
12 Busiro East HSD Andrena Medical Centre Health Centre III,Wakiso,HC II,,
13 Kyadondo South HSD Angelina General Clinic Health Centre II,Wakiso,HC II,,
14 Kyadondo North HSD Angels of Hope Medical Clinic Health Centre II,Wakiso,HC II,,
15 Busiro East HSD Anna Grace Medical Centre Health Centre II,Wakiso,HC II,,
16 Busiro South HSD Asiika Health Clinic Health Centre II,Wakiso,HC II,,
17 Kyadondo South HSD Atom Medical Centre Health Centre II,Wakiso,HC II,,
18 Busiro East HSD B.R.M Clinic Health Centre II,Wakiso,HC II,,
19 Kyadondo South HSD Bangi Medical Centre Health Centre III,Wakiso,HC II,,
20 Kyadondo North HSD Barbrah’s Clinic Health Centre II,Wakiso,HC II,,
21 Busiro East HSD Bbira NGO Health Centre II,Wakiso,HC II,,
22 Busiro East HSD Be-alive Health Services Health Centre II,Wakiso,HC II,,
23 Busiro South HSD Beka clinic Health Centre II,Wakiso,HC II,,
24 Kyadondo North HSD Bengret Medical Centre Health Centre III,Wakiso,HC II,,
25 Kyadondo East HSD Bensa Clinic Health Centre II,Wakiso,HC II,,
26 Busiro East HSD Besusebba Health Centre II,Wakiso,HC II,,
27 Kyadondo North HSD Bethel Day Care Clinic Health Centre II,Wakiso,HC II,,
28 Kyadondo East HSD Bethel Medical Clinic Health Centre II,Wakiso,HC II,,
29 Kyadondo South HSD Better care clinic Health Centre II,Wakiso,HC II,,
30 Kyadondo North HSD BF Family Medical Clinic Health Centre II,Wakiso,HC II,,
31 Kyadondo South HSD Blessed clinic Masajja Health Centre II,Wakiso,HC II,,
32 Kyadondo East HSD Boots Medical Centre Health Centre II,Wakiso,HC II,,
HSDBrother Harmans Health Centre II,Wakiso,HC II,,
34 Kyadondo North HSD BS General clinic Health Centre II,Wakiso,HC II,,
35 Busiro South HSD Buddukiro Dom Clinic Health Centre III,Wakiso,HC II,,
36 Kyadondo North HSD Bukemba Health care Centre Health Centre III,Wakiso,HC II,,
37 Kyadondo South HSD Bulamu Medical Centre Health Centre III,Wakiso,HC II,,
38 Busiro East HSD Bulenga Medical Centre Health Centre II,Wakiso,HC II,,
39 Busiro East HSD Bulondo Health Centre III,Wakiso,HC II,,
40 Kyadondo South HSD Bunamwaya Health Centre II,Wakiso,HC II,,
41 Busiro North HSD Busawamanze Health Centre III,Wakiso,HC II,,
42 Busiro South HSD Bussi Health Centre III,Wakiso,HC II,,
43 Kyadondo North HSD Buwambo Health Centre IV,Wakiso,HC IV,,
44 Busiro South HSD Buyege Health Centre III,Wakiso,HC II,,
45 Kyadondo East HSD Bweyogerere Hassan Turabi Health Centre III,Wakiso,HC II,,
46 Kyadondo East HSD Bweyogerere Health Centre III,Wakiso,HC II,,
47 Kyadondo East HSD Bweyogerere Medical Centre Health Centre II,Wakiso,HC II,,
48 Kyadondo North HSD C & S Clinic - Princess complex Health Centre II,Wakiso,HC II,,
49 Kyadondo East HSD Capital Health Clinic Health Centre III,Wakiso,HC II,,
50 Kyadondo East HSD Care Medical Centre Health Centre II,Wakiso,HC II,,
51 Busiro East HSD Care Medical Centre Health Centre III,Wakiso,HC II,,
52 Busiro South HSD Cherish medical Centre Health Centre III,Wakiso,HC II,,
53 Busiro East HSD Child In Need Institute Health Centre III,Wakiso,HC II,,
54 Kyadondo East HSD Chris Medical Clinic Health Centre II,Wakiso,HC II,,
55 Kyadondo East HSD Christ the King Medical Services Health Centre III,Wakiso,HC II,,
56 Busiro East HSD Ciron Domicilliary Clinic Health Centre III,Wakiso,HC II,,
57 Busiro South HSD Clinic Africa Medical Centre Health Centre II,Wakiso,HC II,,
58 Kyadondo North HSD Community Health Plan Uganda Health Centre III,Wakiso,HC II,,
59 Busiro South HSD Corsu Rehabilitation General,Wakiso,Hospital,,
60 Busiro East HSD Crane Services Health Centre II,Wakiso,HC II,,
61 Busiro East HSD Cure Medical Centre Health Centre III,Wakiso,HC II,,
62 Kyadondo South HSD Cure Medical Clinic- Nyanama Health Centre II,Wakiso,HC II,,
63 Busiro East HSD Cure Medical Consults Health Centre III,Wakiso,HC II,,
64 Busiro South HSD Devine Mercy Domicilliary Clinic Health Centre III,Wakiso,HC II,,
65 Busiro East HSD Diagnostic Medical Centre Health Centre III,Wakiso,HC II,,
66 Kyadondo South HSD Dianah Joy Medical Clinic Health Centre II,Wakiso,HC II,,
67 Kyadondo North HSD Diva Medical Centre - Yesu amala Health Centre III,Wakiso,HC II,,
68 Kyadondo South HSD Doctors,Wakiso,Hospital,,
69 Busiro East HSD Doctors Medical Centre Health Centre III,Wakiso,HC II,,
"70 Kyadondo North HSD Doctors Medical Clinic, Katooke Health Centre II",Wakiso,HC II,,
71 Busiro East HSD Ebenezer Medical Centre Health Centre III,Wakiso,HC II,,
72 Kyadondo North HSD ECO care Clinic Health Centre II,Wakiso,HC II,,
73 Entebbe Municipality HSD Emmanuel Medical Centre Health Centre III,Wakiso,HC II,,
74 Entebbe Municipality HSD Entebbe General,Wakiso,Hospital,,
75 Entebbe Municipality HSD Entebbe General Clinic Health Centre II,Wakiso,HC II,,
76 Entebbe Municipality HSD Entebbe Public Medical Centre Health Centre II,Wakiso,HC II,,
77 Entebbe Municipality HSD Entebbe UVRI Health Centre II,Wakiso,HC II,,
78 Kyadondo South HSD Evarina Childrens Care Clinic Health Centre III,Wakiso,HC II,,
79 Kyadondo North HSD Expro Family Clinic Health Centre III,Wakiso,HC II,,
80 Busiro East HSD F.B.K Clinic Health Centre III,Wakiso,HC II,,
81 Busiro North HSD Faith Health care Centre Health Centre III,Wakiso,HC II,,
82 Kyadondo North HSD Faith Memorial Medical Centre Health Centre III,Wakiso,HC II,,
83 Kyadondo East HSD Faith Mulira Health Care Centre Health Centre III,Wakiso,HC II,,
84 Kyadondo East HSD Family Care General,Wakiso,Hospital,,
85 Kyadondo South HSD Family Health Clinic (Masajja) Health Centre II,Wakiso,HC II,,
87 Kyadondo North HSD Family Ortho Clinic Health Centre II,Wakiso,HC II,,
88 Kyadondo North HSD FOH medical Clinic Health Centre III,Wakiso,HC II,,
89 Busiro North HSD Francisca Medical Clinic Health Centre III,Wakiso,HC II,,
91 Kyadondo East HSD Full life Medical Clinic Health Centre II,Wakiso,HC II,,
92 Kyadondo North HSD Galaxy Medical Clinic Health Centre II,Wakiso,HC II,,
93 Kyadondo East HSD Gates Clinic Health Centre II,Wakiso,HC II,,
94 Kyadondo North HSD Gava Medical Clinic Health Centre II,Wakiso,HC II,,
95 Kyadondo East HSD Gayaza Diagnostic Medical Centre Health Centre III,Wakiso,HC II,,
96 Busiro East HSD Geroba Domicilliary Clinic Health Centre III,Wakiso,HC II,,
97 Busiro East HSD Gganda Clinic Health Centre III,Wakiso,HC II,,
